번호,종목명,평가액(억 원),자산군 내 비중(퍼센트),지분율(퍼센트)
2073,MERDEKA COPPER GOLD TBK PT,50,0,0.09
2074,GULF ENERGY DEVELOPMENT NVDR,49,0,0.03
2075,NARI TECHNOLOGY CO LTD A,49,0,0.02
2076,SAUDI IND INVESTMENT GROUP,49,0,0.09
2077,CHINA INTERNATIONAL CAPITA H,49,0,0.14
2078,AMERICANA RESTAURANTS INTERN,49,0,0.05
2079,KIRBY CORP,49,0,0.08
2080,CIA SIDERURGICA NACIONAL SA,49,0,0.07
2081,ERIE INDEMNITY COMPANY CL A,49,0,0.02
2082,ASAHI KASEI CORP,49,0,0.04
2083,SHAFTESBURY CAPITAL PLC,49,0,0.12
2084,AECOM,48,0,0.03
2085,BANCOLOMBIA SA,48,0,0.09
2086,ACCOR SA,48,0,0.04
2087,DYNATRACE INC,48,0,0.02
2088,ALLEGRO MICROSYSTEMS INC,48,0,0.06
2089,MESAIEED PETROCHEMICAL HOLDI,48,0,0.06
2090,EVERBRIDGE INC,48,0,0.37
2091,SIME DARBY PLANTATION BHD,48,0,0.06
2092,CITIC SECURITIES CO A,48,0,0.01
2093,ZOOMINFO TECHNOLOGIES INC,48,0,0.05
2094,POLYUS PJSC,48,0,0.02
2095,CELESTICA INC,48,0,0.11
2096,EN JAPAN INC,48,0,0.39
2097,SAUDI KAYAN PETROCHEMICAL CO,48,0,0.08
2098,POLYCAB INDIA LTD,48,0,0.04
2099,DAR AL ARKAN REAL ESTATE DEV,47,0,0.09
2100,GENTING BHD,47,0,0.1
2101,TOPCON CORP,47,0,0.31
2102,KEYERA CORP,47,0,0.07
2103,KALBE FARMA TBK PT,47,0,0.07
2104,GUANGDONG INVESTMENT LTD,47,0,0.08
2105,CONTINENTAL AG,47,0,0.02
2106,NINGBO TUOPU GROUP CO LTD A,47,0,0.03
2107,SANSIRI PUBLIC CO LTD FORGN,47,0,0.42
2108,BANDHAN BANK LTD,47,0,0.08
2109,BEACON ROOFING SUPPLY INC,47,0,0.07
2110,ZIJIN MINING GROUP CO LTD A,47,0,0.01
2111,JSC KASPI.KZ ADR,47,0,0.02
2112,VOPAK,47,0,0.09
2113,BERGER PAINTS INDIA LTD,47,0,0.04
2114,MACROTECH DEVELOPERS LTD,47,0,0.03
2115,KINGBOARD HOLDINGS LTD,47,0,0.14
2116,AMMAN MINERAL INTERNASIONAL,47,0,0.01
2117,JFE HOLDINGS INC,46,0,0.04
2118,CRRC CORP LTD   H,46,0,0.19
2119,RYOHIN KEIKAKU CO LTD,46,0,0.08
2120,SINGAPORE AIRLINES LTD,46,0,0.02
2121,TURK SISE VE CAM FABRIKALARI,46,0,0.08
2122,LONGI GREEN ENERGY TECHNOL A,46,0,0.01
2123,PPB GROUP BERHAD,46,0,0.08
2124,LUXSHARE PRECISION INDUSTR A,46,0,0.01
2125,JCHX MINING MANAGEMENT CO  A,46,0,0.11
2126,RIO TINTO PLC SPON ADR,46,0,0
2127,SANKYO CO LTD,46,0,0.02
2128,SAUDI INVESTMENT BANK/THE,45,0,0.08
2129,SEI INVESTMENTS COMPANY,45,0,0.04
2130,BANCOLOMBIA SA PREF,45,0,0.1
2131,HANSOH PHARMACEUTICAL GROUP,45,0,0.03
2132,MALAYSIA AIRPORTS HLDGS BHD,45,0,0.13
2133,KINROSS GOLD CORP,45,0,0.05
2134,MAXIS BHD,45,0,0.05
2135,ASELSAN ELEKTRONIK SANAYI,45,0,0.05
2136,HACI OMER SABANCI HOLDING,45,0,0.08
2137,CHINA FEIHE LTD,45,0,0.07
2138,AAC TECHNOLOGIES HOLDINGS IN,45,0,0.1
2139,NS SOLUTIONS CORP,45,0,0.12
2140,VERALLIA,45,0,0.07
2141,SEKISUI CHEMICAL CO LTD,45,0,0.05
2142,ROTORK PLC,45,0,0.1
2143,FERROTEC HOLDINGS CORP,45,0,0.39
2144,EAST MONEY INFORMATION CO A,45,0,0.01
2145,IDEMITSU KOSAN CO LTD,45,0,0.05
2146,TATA MOTORS LTD A DVR,45,0,0.11
2147,GRUPO AEROPORTUARIO SUR ADR,45,0,0.04
2148,GETAC HOLDINGS CORP,45,0,0.16
2149,SWISS PRIME SITE REG,44,0,0.04
2150,CHINA HONGQIAO GROUP LTD,44,0,0.04
2151,MARUI GROUP CO LTD,44,0,0.1
2152,SHANGHAI AIKO SOLAR ENERGY A,44,0,0.08
2153,BANK OF COMMUNICATIONS CO A,44,0,0.01
2154,ZHONGJI INNOLIGHT CO LTD A,44,0,0.03
2155,MTR CORP,44,0,0.01
2156,HIBBETT INC,44,0,0.4
2157,LGI HOMES INC,44,0,0.11
2158,CHINA RAILWAY GROUP LTD H,44,0,0.18
2159,DUKHAN BANK,44,0,0.06
2160,CHANGZHOU XINGYU AUTOMOTIV A,44,0,0.06
2161,SOLVAY SA,44,0,0.1
2162,VICTORY CAPITAL HOLDING   A,43,0,0.15
2163,TRINET GROUP INC,43,0,0.06
2164,HANGZHOU HIKVISION DIGITAL A,43,0,0.01
2165,FUCHS SE PREF,43,0,0.11
2166,STRIDE INC,43,0,0.13
2167,SHANGHAI RURAL COMMERCIAL  A,43,0,0.04
2168,CAR GROUP LTD,43,0,0.04
2169,ROYAL UNIBREW,42,0,0.1
2170,BEIJING SHANGHAI HIGH SPE A,42,0,0.01
2171,LENS TECHNOLOGY CO LTD A,42,0,0.04
2172,WESTLAKE CORP,42,0,0.02
2173,ESAB CORP,42,0,0.06
2174,PETRONET LNG LTD FOR,42,0,0.08
2175,FORD OTOMOTIV SANAYI AS,42,0,0.04
2176,BANGKOK BANK PCL FOREIGN REG,42,0,0.04
2177,ALFA LAVAL AB,42,0,0.02
2178,CASIO COMPUTER CO LTD,42,0,0.15
2179,MAKALOT INDUSTRIAL CO LTD,42,0,0.12
2180,ZHEJIANG LEAPMOTOR TECHNOLOG,42,0,0.06
2181,PERRIGO CO PLC,42,0,0.07
2182,MEG ENERGY CORP,41,0,0.07
2183,TATA COMMUNICATIONS LTD,41,0,0.05
2184,MURPHY USA INC,41,0,0.04
2185,COUNTRY GARDEN SERVICES HOLD,41,0,0.11
2186,DOWLAIS GROUP PLC,41,0,0.17
2187,SHAANXI COAL INDUSTRY CO L A,41,0,0.01
2188,SWEDISH ORPHAN BIOVITRUM AB,41,0,0.03
2189,TELEPERFORMANCE,41,0,0.03
2190,SYDBANK A/S,41,0,0.13
2191,COCA COLA CONSOLIDATED INC,41,0,0.04
2192,SHANGHAI PUTAILAI NEW ENER A,41,0,0.05
2193,HINO MOTORS LTD,41,0,0.17
2194,ZTE CORP A,41,0,0.02
2195,ZAI LAB LTD,41,0,0.12
2196,UNI PRESIDENT CHINA HOLDINGS,41,0,0.1
2197,TELUS CORP,40,0,0.01
2198,NET ONE SYSTEMS CO LTD,40,0,0.23
2199,SUMITOMO ELECTRIC INDUSTRIES,40,0,0.03
2200,SHAANXI COAL INDUSTRY CO L A,40,0,0.01
2201,JOLLIBEE FOODS CORP,40,0,0.06
2202,SPARK NEW ZEALAND LTD,40,0,0.05
2203,ARABIAN INTERNET + COMMUNICA,40,0,0.03
2204,NAURA TECHNOLOGY GROUP CO A,40,0,0.02
2205,PEPKOR HOLDINGS LTD,39,0,0.08
2206,QUALYS INC,39,0,0.04
2207,EMS CHEMIE HOLDING AG REG,39,0,0.02
2208,KH NEOCHEM CO LTD,39,0,0.51
2209,GULF ENERGY DEVELOPM FOREIGN,39,0,0.02
2210,EVERGY INC,39,0,0.03
2211,CHINA STATE CONSTRUCTION  A,39,0,0.01
2212,EAST BUY HOLDING LTD,39,0,0.08
2213,FOXCONN INDUSTRIAL INTERNE A,39,0,0.01
2214,SHANGHAI UNITED IMAGING HE A,39,0,0.02
2215,NIEN MADE ENTERPRISE CO LTD,39,0,0.09
2216,CPFL ENERGIA SA,39,0,0.03
2217,ANHUI HUAHENG BIOTECHNOLOG A,39,0,0.11
2218,MANILA ELECTRIC COMPANY,39,0,0.04
2219,SAAB AB B,39,0,0.04
2220,LINGYI ITECH GUANGDONG CO  A,39,0,0.04
2221,ORGANON + CO,39,0,0.08
2222,BEIJING WANTAI BIOLOGICAL A,38,0,0.02
2223,HUNDSUN TECHNOLOGIES INC A,38,0,0.04
2224,GAMES WORKSHOP GROUP PLC,38,0,0.07
2225,ALAMOS GOLD INC CLASS A,38,0,0.06
2226,SNAM SPA,38,0,0.02
2227,BANCO DE CREDITO E INVERSION,38,0,0.06
2228,BTG HOTELS GROUP CO LTD A,38,0,0.12
2229,ZHAOJIN MINING INDUSTRY   H,38,0,0.09
2230,MUTHOOT FINANCE LTD,38,0,0.04
2231,CHINA SHENHUA ENERGY CO A,38,0,0
2232,M+G PLC,38,0,0.04
2233,SURGUTNEFTEGAS PJSC,37,0,0.03
2234,BUZZI SPA,37,0,0.05
2235,SHANXI XINGHUACUN FEN WINE A,37,0,0.01
2236,RHB BANK BHD,37,0,0.06
2237,CHINA CSSC HOLDINGS LTD A,37,0,0.02
2238,ZTE CORP H,37,0,0.17
2239,PROMOTORA Y OPERADORA DE INF,37,0,0.07
2240,NEW CHINA LIFE INSURANCE C H,37,0,0.14
2241,CHINA NATIONAL BUILDING MA H,37,0,0.15
2242,SHANGHAI AOHUA PHOTOELECTR A,37,0,0.24
2243,FLUIDRA SA,37,0,0.07
2244,BUDIMEX,37,0,0.07
2245,YAMATO HOLDINGS CO LTD,37,0,0.04
2246,TC ENERGY CORP,37,0,0.01
2247,JACK HENRY + ASSOCIATES INC,37,0,0.02
2248,BOE TECHNOLOGY GROUP CO LT A,37,0,0.01
2249,SEB SA,37,0,0.04
2250,POWERTECH TECHNOLOGY INC,37,0,0.08
2251,BJ S WHOLESALE CLUB HOLDINGS,36,0,0.03
2252,CHINA COAL ENERGY CO H,36,0,0.08
2253,BANK HAPOALIM BM,36,0,0.02
2254,SEMBCORP INDUSTRIES LTD,36,0,0.04
2255,SHANGHAI PUDONG DEVEL BANK A,36,0,0.01
2256,BANK AL JAZIRA,36,0,0.07
2257,OFFSHORE OIL ENGINEERING A,36,0,0.08
2258,PETRONAS DAGANGAN BHD,36,0,0.06
2259,NIPPON SHOKUBAI CO LTD,36,0,0.05
2260,CHINA MERCHANTS PORT HOLDING,36,0,0.05
2261,ESSENT GROUP LTD,36,0,0.05
2262,HKT TRUST AND HKT LTD SS,36,0,0.03
2263,NEW HOPE CORP LTD,36,0,0.09
2264,SPIE SA,36,0,0.05
2265,BOX INC   CLASS A,36,0,0.08
2266,PING AN BANK CO LTD A,36,0,0.01
2267,MBANK SA,36,0,0.05
2268,TAIWAN HIGH SPEED RAIL CORP,36,0,0.05
2269,FAR EAST HORIZON LTD,36,0,0.08
2270,NCR ATLEOS CORP,36,0,0.16
2271,INSPERITY INC,36,0,0.06
2272,IND + COMM BK OF CHINA A,36,0,0
2273,WULIANGYE YIBIN CO LTD A,36,0,0
2274,INDOFOOD SUKSES MAKMUR TBK P,36,0,0.07
2275,BIOMERIEUX,36,0,0.02
2276,RUENTEX DEVELOPMENT CO LTD,35,0,0.08
2277,TFI INTERNATIONAL INC,35,0,0.02
2278,WUXI APPTEC CO LTD A,35,0,0.01
2279,RICARDO PLC,35,0,0.71
2280,ENEL CHILE SA,35,0,0.06
2281,SCG PACKAGING PCL NVDR,35,0,0.06
2282,PERSEUS MINING LTD,35,0,0.16
2283,KLAVIYO INC A,35,0,0.15
2284,ELECOM CO LTD,35,0,0.24
2285,ZHONGAN ONLINE P+C INSURAN H,35,0,0.08
2286,ASSURANT INC,35,0,0.03
2287,PGE SA,35,0,0.05
2288,MOTOR OIL (HELLAS) SA,35,0,0.09
2289,MINOR INTERNATIONAL PCL FOR,35,0,0.06
2290,CHINA PETROLEUM + CHEMICAL A,35,0,0
2291,OUTSURANCE GROUP LTD,35,0,0.08
2292,3SBIO INC,35,0,0.11
2293,MARKS + SPENCER GROUP PLC,35,0,0.04
2294,JAPAN POST BANK CO LTD,35,0,0.01
2295,GOL LINHAS AEREAS INT SA PRE,35,0,0.43
2296,CENTAMIN PLC,35,0,0.18
2297,ALROSA PJSC,34,0,0.05
2298,GAMUDA BHD,34,0,0.1
2299,FOX FACTORY HOLDING CORP,34,0,0.09
2300,TERNA RETE ELETTRICA NAZIONA,34,0,0.02
2301,TEEKAY TANKERS LTD CLASS A,34,0,0.18
2302,QIFU TECHNOLOGY INC,34,0,0.1
2303,CHINA POWER INTERNATIONAL,34,0,0.06
2304,UNIVERSAL ROBINA CORP,34,0,0.06
2305,NOVO NORDISK A/S SPONS ADR,34,0,0
2306,BOSIDENG INTL HLDGS LTD,34,0,0.05
2307,ZHEJIANG SANHUA INTELLIGEN A,34,0,0.02
2308,GENTING MALAYSIA BHD,34,0,0.08
2309,GULF BANK,34,0,0.08
2310,4IMPRINT GROUP PLC,34,0,0.16
2311,PTT GLOBAL CHEMICAL PCL NVDR,34,0,0.05
2312,MINTH GROUP LTD,34,0,0.11
2313,BAOSHAN IRON + STEEL CO A,34,0,0.01
2314,BANCA MEDIOLANUM SPA,34,0,0.04
2315,SOUTHWEST AIRLINES CO,34,0,0.02
2316,JINHONG GAS CO A,34,0,0.16
2317,DOXIMITY INC CLASS A,34,0,0.08
2318,CHIBA BANK LTD/THE,34,0,0.04
2319,OPERADORA DE SITES MEX  A 1,33,0,0.06
2320,JAPAN POST INSURANCE CO LTD,33,0,0.04
2321,PZ CUSSONS PLC,33,0,0.31
2322,SELECT MEDICAL HOLDINGS CORP,33,0,0.09
2323,MABANEE CO KPSC,33,0,0.07
2324,UNILEVER INDONESIA TBK PT,33,0,0.03
2325,FOSHAN HAITIAN FLAVOURING  A,33,0,0.01
2326,ULTRAGENYX PHARMACEUTICAL IN,33,0,0.07
2327,CHINA GALAXY SECURITIES CO H,33,0,0.13
2328,NEW CHINA LIFE INSURANCE C A,33,0,0.03
2329,PHOSAGRO PJSC,33,0,0.03
2330,NAN YA PRINTED CIRCUIT BOARD,33,0,0.05
2331,ODDITY TECH LTD CL A,33,0,0.12
2332,COVESTRO AG,33,0,0.02
2333,NESTLE (MALAYSIA) BERHAD,33,0,0.04
2334,GUANGDONG HUATE GAS CO LTD A,33,0,0.22
2335,STARPOWER SEMICONDUCTOR LT A,33,0,0.06
2336,HONG KONG + CHINA GAS,33,0,0.02
2337,ITV PLC,33,0,0.08
2338,KONECRANES OYJ,33,0,0.07
2339,JOYY INC ADR,32,0,0.14
2340,ENACT HOLDINGS INC,32,0,0.06
2341,HUATAI SECURITIES CO LTD H,32,0,0.12
2342,SHENZHEN SED INDUSTRY CO A,32,0,0.07
2343,CREST NICHOLSON HOLDINGS,32,0,0.35
2344,BEIJING ENTERPRISES HLDGS,32,0,0.06
2345,SONOSCAPE MEDICAL CORP A,32,0,0.09
2346,SHENZHEN NEW INDUSTRIES BI A,32,0,0.03
2347,BOC AVIATION LTD,32,0,0.05
2348,JIANGSU YANGHE BREWERY  A,32,0,0.01
2349,ONE 97 COMMUNICATIONS LTD,32,0,0.05
2350,BARWA REAL ESTATE CO,32,0,0.08
2351,HELLO GROUP INC  SPN ADR,32,0,0.19
2352,SMURFIT KAPPA GROUP PLC,32,0,0.02
2353,PLUS500 LTD,32,0,0.15
2354,H WORLD GROUP LTD,32,0,0.02
2355,EVONIK INDUSTRIES AG,32,0,0.03
2356,INTERNATIONAL MONEY EXPRESS,32,0,0.33
2357,INTERCONEXION ELECTRICA SA,32,0,0.06
2358,SINOTRUK HONG KONG LTD,32,0,0.05
2359,MINISO GROUP HOLDING LTD ADR,31,0,0.04
2360,SSAB AB A SHARES,31,0,0.11
2361,ENERGY ABSOLUTE PCL NVDR,31,0,0.05
2362,SQUARE ENIX HOLDINGS CO LTD,31,0,0.06
2363,ANHUI GUJING DISTILLERY CO B,31,0,0.13
2364,CHINA TELECOM CORP LTD DM  A,31,0,0
2365,RINGKJOEBING LANDBOBANK A/S,31,0,0.06
2366,PLDT INC,31,0,0.05
2367,SAUDI RESEARCH + MEDIA GROUP,31,0,0.07
2368,BRIGHTHOUSE FINANCIAL INC,31,0,0.07
2369,CHINA MOBILE LTD A,31,0,0.02
2370,CENTRAL PATTANA PUB CO FOREI,31,0,0.03
2371,METROPOLITAN BANK + TRUST,31,0,0.06
2372,GLOBAL SHIP LEASE INC CL A,31,0,0.34
2373,AZELIS GROUP NV,31,0,0.04
2374,PETROCHINA CO LTD A,31,0,0
2375,SIME DARBY BERHAD,31,0,0.07
2376,CLEAR SECURE INC  CLASS A,30,0,0.12
2377,COMPANHIA PARANAENSE  PREF B,30,0,0.07
2378,CENTRE TESTING INTL GROUP A,30,0,0.07
2379,APTARGROUP INC,30,0,0.03
2380,INDRAPRASTHA GAS LTD,30,0,0.07
2381,JG SUMMIT HOLDINGS INC,30,0,0.05
2382,NISSIN FOODS HOLDINGS CO LTD,30,0,0.02
2383,TIANQI LITHIUM CORP A,30,0,0.02
2384,ANEKA TAMBANG TBK,30,0,0.09
2385,AMERICAN EQUITY INVT LIFE HL,30,0,0.05
2386,NAHDI MEDICAL CO,30,0,0.05
2387,CHINA NATIONAL NUCLEAR POW A,30,0,0.01
2388,GEOVIS TECHNOLOGY CO LTD A,30,0,0.09
2389,MONTAGE TECHNOLOGY CO LTD A,30,0,0.02
2390,LATAM AIRLINES GROUP SA,30,0,0.04
2391,BRITISH AMERICAN TOB SP ADR,30,0,0
2392,GREE ELECTRIC APPLIANCES I A,30,0,0.01
2393,CHINA EVERBRIGHT ENVIRONMENT,30,0,0.12
2394,PARAMOUNT GLOBAL CLASS B,30,0,0.03
2395,FORESTAR GROUP INC,30,0,0.14
2396,CHENGDU HONGQI CHAIN CO LT A,30,0,0.24
2397,HOKUHOKU FINANCIAL GROUP INC,30,0,0.17
2398,KRUNG THAI BANK PUB CO FOREI,30,0,0.03
2399,ENERSYS,30,0,0.06
2400,CHAMBAL FERTILISERS + CHEM,30,0,0.12
2401,BEIJING KINGSOFT OFFICE SO A,29,0,0.01
2402,CHINA TRADITIONAL CHINESE ME,29,0,0.09
2403,AIER EYE HOSPITAL GROUP CO A,29,0,0.01
2404,ZHANGZHOU PIENTZEHUANG PHA A,29,0,0.01
2405,HIROGIN HOLDINGS INC,29,0,0.11
2406,TRAVELSKY TECHNOLOGY LTD H,29,0,0.14
2407,SAVILLS PLC,29,0,0.13
2408,ATACADAO SA,29,0,0.04
2409,LABORATORIOS FARMACEUTICOS R,29,0,0.06
2410,SIIX CORP,29,0,0.43
2411,BAWAG GROUP AG,29,0,0.05
2412,INNER MONGOLIA YITAI COAL B,29,0,0.11
2413,DALLAH HEALTHCARE CO,29,0,0.05
2414,CENTRAL RETAIL CORP FOREIGN,29,0,0.03
2415,PROSPERITY BANCSHARES INC,29,0,0.04
2416,BOYD GROUP SERVICES INC,29,0,0.05
2417,INARI AMERTRON BHD,29,0,0.09
2418,AMMB HOLDINGS BHD,29,0,0.08
2419,C+D INTERNATIONAL INVESTMENT,29,0,0.06
2420,BRF SA,29,0,0.05
2421,ENAGAS SA,29,0,0.05
2422,MOBILE TELECOMMUNICATIONS CO,29,0,0.07
2423,COPA HOLDINGS SA CLASS A,29,0,0.07
2424,HAYS PLC,29,0,0.1
2425,MULTIPLAN EMPREENDIMENTOS,29,0,0.06
2426,GANFENG LITHIUM GROUP CO L H,29,0,0.15
2427,DANIELI + CO RSP,28,0,0.23
2428,BALOISE HOLDING AG   REG,28,0,0.03
2429,LINTEC CORP,28,0,0.15
2430,HAITIAN INTERNATIONAL HLDGS,28,0,0.06
2431,INDOFOOD CBP SUKSES MAKMUR T,28,0,0.03
2432,DAQO NEW ENERGY CORP ADR,28,0,0.12
2433,ASIA POTASH INTERNATIONAL A,28,0,0.06
2434,EXEO GROUP INC,28,0,0.05
2435,TONGWEI CO LTD A,28,0,0.01
2436,ADIENT PLC,28,0,0.07
2437,TONG YANG INDUSTRY,28,0,0.15
2438,CHONGQING CHANGAN AUTOMOB A,28,0,0.01
2439,CHONGQING BREWERY CO A,28,0,0.05
2440,VF CORP,28,0,0.03
2441,TOKAI RIKA CO LTD,28,0,0.15
2442,RYERSON HOLDING CORP,28,0,0.18
2443,HOME PRODUCT CENTER PCL NVDR,28,0,0.05
2444,SASA POLYESTER SANAYI,28,0,0.03
2445,QL RESOURCES BHD,28,0,0.07
2446,LY CORP,28,0,0.01
2447,CHINA CSSC HOLDINGS LTD A,28,0,0.01
2448,EXOR NV,28,0,0.01
2449,ROLLINS INC,28,0,0.01
2450,DIALOG GROUP BHD,28,0,0.08
2451,GAZTRANSPORT ET TECHNIGA SA,27,0,0.04
2452,TOPSPORTS INTERNATIONAL HOLD,27,0,0.04
2453,HYSAN DEVELOPMENT CO,27,0,0.1
2454,AU SMALL FINANCE BANK LTD,27,0,0.03
2455,MEBUKI FINANCIAL GROUP INC,27,0,0.07
2456,HYGEIA HEALTHCARE HOLDINGS C,27,0,0.07
2457,CHONGQING ZHIFEI BIOLOGICA A,27,0,0.01
2458,STANLEY ELECTRIC CO LTD,27,0,0.07
2459,BRILLIANCE CHINA AUTOMOTIVE,27,0,0.08
2460,YONGXING SPECIAL MATERIALS A,27,0,0.05
2461,CHINA LITERATURE LTD,27,0,0.06
2462,CHOCOLADEFABRIKEN LINDT PC,27,0,0.02
2463,ARGENX SE,27,0,0.01
2464,BANK OF NINGBO CO LTD  A,27,0,0.01
2465,INDORAMA VENTURES PCL NVDR,27,0,0.05
2466,YANDEX NV A,27,0,0.03
2467,BANK OF CHINA LTD A,27,0,0
2468,MOMO.COM INC,27,0,0.05
2469,INTER RAO UES PJSC,27,0,0.04
2470,CHINA UNITED NETWORK A,27,0,0.01
2471,GANFENG LITHIUM GROUP CO L A,27,0,0.02
2472,CAMDEN PROPERTY TRUST,27,0,0.02
2473,SMOORE INTERNATIONAL HOLDING,27,0,0.04
2474,SHENZHEN INOVANCE TECHNOLO A,27,0,0.01
2475,BROOKFIELD ASSET MGMT A,27,0,0.01
2476,CENTURY COMMUNITIES INC,27,0,0.07
2477,MASTERBRAND INC,27,0,0.11
2478,SHANXI LU AN ENVIRONMENTAL A,27,0,0.02
2479,CHOCOLADEFABRIKEN LINDT REG,27,0,0.01
2480,POLY DEVELOPMENTS AND HOLD A,27,0,0.01
2481,KULICKE + SOFFA INDUSTRIES,27,0,0.07
2482,AMERICAN AIRLINES GROUP INC,26,0,0.02
2483,CHINA MINSHENG BANKING A,26,0,0.01
2484,FOSUN INTERNATIONAL LTD,26,0,0.04
2485,CHINA EDUCATION GROUP HOLDIN,26,0,0.12
2486,AXIATA GROUP BERHAD,26,0,0.04
2487,ZHUZHOU CRRC TIMES ELECTRI H,26,0,0.13
2488,CLEARWAY ENERGY INC A,26,0,0.23
2489,PICC HOLDING CO A,26,0,0.01
2490,ONEX CORPORATION,26,0,0.04
2491,HAITONG SECURITIES CO LTD H,26,0,0.11
2492,IRISO ELECTRONICS CO LTD,26,0,0.31
2493,ARKEMA,26,0,0.02
2494,HAIER SMART HOME CO LTD A,26,0,0.01
2495,YUEXIU PROPERTY CO LTD,26,0,0.06
2496,SHANDONG GOLD MINING CO LT H,26,0,0.12
2497,MOBILE TELESYSTEMS PUBLIC JO,26,0,0.04
2498,HAMAMATSU PHOTONICS KK,26,0,0.03
2499,HISCOX LTD,26,0,0.04
2500,MEIJI HOLDINGS CO LTD,26,0,0.03
2501,NH FOODS LTD,26,0,0.06
2502,CRRC CORP LTD A,26,0,0.01
2503,NINGBO JOYSON ELECTRONIC   A,25,0,0.06
2504,WENS FOODSTUFFS GROUP CO L A,25,0,0.01
2505,WENS FOODSTUFFS GROUP CO L A,25,0,0.01
2506,IMCD NV,25,0,0.02
2507,TATA TECHNOLOGIES CO,25,0,0.03
2508,DONGFENG MOTOR GRP CO LTD H,25,0,0.16
2509,SERES GROUP CO L A,25,0,0.01
2510,COSCO SHIPPING HOLDINGS CO A,25,0,0.01
2511,POSTAL SAVINGS BANK OF CHI A,25,0,0
2512,SHANDONG GOLD MINING CO LT A,25,0,0.02
2513,INSURANCE AUSTRALIA GROUP,25,0,0.02
2514,GUANGZHOU AUTOMOBILE GROUP H,25,0,0.14
2515,KIMCO REALTY CORP,25,0,0.01
2516,ABOITIZ EQUITY VENTURES INC,25,0,0.04
2517,HUA HONG SEMICONDUCTOR LTD,25,0,0.06
2518,COMMVAULT SYSTEMS INC,25,0,0.06
2519,INDAH KIAT PULP + PAPER TBK,25,0,0.07
2520,POLYUS PJSC,25,0,0.01
2521,NORTH PACIFIC BANK LTD,25,0,0.19
2522,CHINA TAIPING INSURANCE HOLD,25,0,0.06
2523,ZAI LAB LTD ADR,25,0,0.07
2524,SHENZHEN SUNLORD ELECTRONI A,25,0,0.06
2525,SMITH + NEPHEW PLC  SPON ADR,25,0,0.02
2526,VIRTU FINANCIAL INC CLASS A,25,0,0.11
2527,ACCELLERON INDUSTRIES AG,25,0,0.06
2528,JAPAN LIFELINE CO LTD,25,0,0.28
2529,CHINA EVERBRIGHT BANK CO A,25,0,0.01
2530,PTT GLOBAL CHEMICAL PCL FOR,25,0,0.04
2531,MONETA MONEY BANK AS,25,0,0.09
2532,CHINA LIFE INSURANCE CO A,24,0,0
2533,PING AN HEALTHCARE AND TECHN,24,0,0.07
2534,POP MART INTERNATIONAL GROUP,24,0,0.05
2535,CHINA RUYI HOLDINGS LTD,24,0,0.07
2536,PROLOGIS PROPERTY MEXICO SA,24,0,0.03
2537,MAGAZINE LUIZA SA,24,0,0.06
2538,SANY HEAVY INDUSTRY CO LTD A,24,0,0.01
2539,SHIONOGI + CO LTD,24,0,0.01
2540,IPSOS,24,0,0.07
2541,CHINA THREE GORGES RENEWAB A,24,0,0.01
2542,SDIC POWER HOLDINGS CO LTD A,24,0,0.01
2543,ALLETE INC,24,0,0.05
2544,SARANA MENARA NUSANTARA PT,24,0,0.06
2545,EASTERLY GOVERNMENT PROPERTI,24,0,0.14
2546,POWER + WATER UTILITY CO FOR,24,0,0.04
2547,CHAROEN POKPHAND FOODS NVDR,24,0,0.04
2548,COSCO SHIPPING ENERGY TRAN H,24,0,0.15
2549,NEWELL BRANDS INC,24,0,0.05
2550,SHENZHEN TRANSSION HOLDING A,24,0,0.01
2551,WILL SEMICONDUCTOR CO LTD A,24,0,0.01
2552,WAN HAI LINES LTD,24,0,0.04
2553,HUAIBEI MINING HOLDINGS CO A,24,0,0.03
2554,TOFAS TURK OTOMOBIL FABRIKA,24,0,0.05
2555,OZON HOLDINGS PLC   ADR,24,0,0.03
2556,TRUSCO NAKAYAMA CORP,24,0,0.16
2557,BANK OF JIANGSU CO LTD A,24,0,0.01
2558,OPPEIN HOME GROUP INC A,23,0,0.03
2559,TELEFLEX INC,23,0,0.02
2560,ZHEJIANG NHU CO LTD A,23,0,0.02
2561,POLY DEVELOPMENTS AND HOLD A,23,0,0.01
2562,ALTIUM LTD,23,0,0.04
2563,PERFICIENT INC,23,0,0.08
2564,LAND + HOUSES PUB   NVDR,23,0,0.06
2565,WHITEHAVEN COAL LTD,23,0,0.04
2566,MITSUI CHEMICALS INC,23,0,0.03
2567,ADVANCED PETROCHEMICALS CO,23,0,0.07
2568,CEMEX SAB SPONS ADR PART CER,23,0,0.02
2569,SCSK CORP,23,0,0.03
2570,UNITED INTEGRATED SERVICES,23,0,0.11
2571,PAYMENTUS HOLDINGS INC A,23,0,0.47
2572,VIVENDI SE,23,0,0.02
2573,SCENTRE GROUP,23,0,0.02
2574,LUKOIL PJSC,23,0,0
2575,HOCHTIEF AG,23,0,0.02
2576,REXFORD INDUSTRIAL REALTY IN,23,0,0.01
2577,CHINA RAILWAY GROUP LTD A,23,0,0.01
2578,INFRASTRUTTURE WIRELESS ITAL,23,0,0.01
2579,CONCORDIA FINANCIAL GROUP LT,23,0,0.03
2580,SHANGHAI BAOSIGHT SOFTWARE B,23,0,0.14
2581,YTL CORP BHD,23,0,0.04
